,Pokemon,fire,water,grass,electric,ice,fighting,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy,Tipo 1,Tipo 2,Primer_Cluster
551,Sandshrew,3,2,3,2,2,8,11,12,3,3,4,12,3,2,7,5,0,ground,rock,16
552,Sandslash,3,2,3,2,2,9,11,12,3,3,4,13,3,2,7,5,0,rock,ground,16
553,Sawk,5,3,4,3,6,17,8,5,2,4,2,8,2,3,6,2,0,fighting,rock,10
554,Sawsbuck,3,3,15,4,4,6,5,3,3,5,3,3,4,2,4,2,1,grass,fighting,14
555,Scatterbug,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,bug,poison,0
556,Sceptile,3,3,26,4,4,15,5,8,4,4,4,8,2,10,7,3,0,grass,fighting,14
557,Scizor,3,3,2,2,3,9,7,2,11,5,12,4,3,2,7,9,0,bug,flying,5
558,Scolipede,3,3,3,2,3,4,23,6,2,4,12,9,2,2,5,5,0,poison,bug,13
559,Scrafty,6,3,4,3,6,15,10,5,2,5,2,11,3,12,15,5,0,fighting,dark,10
560,Scraggy,6,3,4,3,6,15,10,5,2,5,2,11,3,11,14,5,0,fighting,dark,10
561,Scyther,3,3,2,2,3,8,5,2,10,5,12,3,3,2,6,4,0,bug,flying,5
562,Seadra,2,20,2,2,8,2,6,2,3,4,3,2,2,12,2,3,0,water,dragon,4
563,Seaking,3,18,2,3,8,2,8,6,4,5,5,2,2,2,3,2,0,water,poison,4
564,Sealeo,3,17,2,2,14,3,5,6,2,3,3,8,4,2,2,3,1,water,ice,4
565,Seedot,3,2,15,2,2,3,5,4,3,5,2,4,4,2,5,2,0,grass,dark,14
566,Seel,3,16,2,2,12,2,6,3,2,3,3,2,3,2,4,3,0,water,ice,4
567,Seismitoad,2,13,4,3,9,9,16,9,3,3,3,9,2,2,5,2,0,poison,water,4
568,Sentret,6,8,5,6,8,8,5,4,2,5,4,3,5,2,8,3,1,water,fighting,1
569,Serperior,3,4,25,2,3,3,7,3,3,7,2,3,2,8,7,3,0,grass,dragon,6
570,Servine,3,4,24,2,3,2,7,3,3,7,2,2,2,3,7,3,0,grass,dark,6
571,Seviper,4,4,3,2,3,4,25,6,2,3,5,3,3,4,16,3,0,poison,dark,13
572,Sewaddle,3,2,11,3,2,2,5,2,3,8,12,2,2,2,3,3,0,bug,grass,5
573,Sharpedo,2,14,2,2,11,3,11,5,3,5,3,6,4,2,13,2,0,water,dark,4
574,Shaymin,3,2,18,2,2,2,5,4,5,7,2,2,3,2,2,2,2,grass,psychic,6
575,Shaymin-Sky,3,2,18,2,2,2,5,4,5,7,2,2,3,2,2,2,2,grass,psychic,6
576,Shedinja,4,2,4,2,2,3,5,6,4,8,13,3,10,2,7,3,0,bug,ghost,5
577,Shelgon,10,4,2,2,3,4,5,3,3,4,3,8,3,17,5,3,0,dragon,fire,12
578,Shellder,2,15,2,2,13,2,6,3,2,4,3,4,2,2,3,3,0,water,ice,4
579,Shellos,2,12,2,3,8,3,9,7,2,5,4,3,4,2,3,2,0,water,poison,4
580,Shelmet,2,3,5,2,2,3,12,4,2,5,11,2,4,2,3,2,0,poison,bug,5
581,Shieldon,7,3,2,6,6,4,5,10,2,4,2,18,4,2,4,9,0,rock,ground,16
582,Shiftry,3,2,18,2,4,8,5,5,7,6,5,8,5,3,16,2,0,grass,dark,14
583,Shinx,4,3,2,16,5,3,5,4,2,4,4,2,2,2,8,3,1,electric,dark,11
584,Shroomish,3,2,16,2,2,5,12,2,2,3,2,2,2,2,4,2,1,grass,poison,6
585,Shuckle,3,3,2,2,2,4,13,9,2,6,9,20,2,2,3,3,0,rock,poison,16
586,Shuppet,4,3,2,7,4,3,7,3,2,15,2,2,17,2,15,2,1,ghost,dark,2
587,Sigilyph,3,3,4,5,5,2,5,5,15,28,3,4,3,2,6,5,1,psychic,flying,3
588,Silcoon,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,1,0,poison,bug,0
589,Simipour,3,18,4,3,12,10,8,4,3,4,2,7,5,2,12,3,1,water,dark,4
590,Simisage,3,2,17,2,5,10,8,3,3,4,2,7,5,2,12,3,1,grass,dark,14
591,Simisear,16,2,5,2,5,10,8,3,3,5,2,7,5,2,12,3,1,fire,dark,9
592,Skarmory,3,2,2,2,4,4,5,5,17,5,4,10,5,3,11,10,0,flying,dark,7
593,Skiddo,3,4,15,3,2,5,5,4,2,4,2,6,2,2,3,3,0,grass,rock,14
594,Skiploom,3,2,21,2,2,2,8,3,5,6,6,2,2,2,3,2,3,grass,poison,6
595,Skitty,3,5,5,8,8,4,5,5,2,7,2,3,4,2,6,3,2,ice,electric,1
596,Skorupi,3,4,2,2,4,4,27,5,3,4,12,5,4,2,16,3,0,poison,dark,13
597,Skrelp,2,15,2,4,5,2,22,2,3,3,2,2,3,5,3,3,1,poison,water,13
598,Skuntank,8,3,2,2,4,3,19,4,3,3,3,3,5,2,18,3,1,poison,dark,13
599,Slaking,9,5,3,6,8,15,7,6,3,4,3,9,6,2,11,2,1,fighting,dark,10
600,Slakoth,9,5,3,6,8,11,7,3,3,4,3,7,6,2,8,2,1,fighting,fire,10
601,Sliggoo,3,8,3,4,5,3,13,2,2,3,3,4,4,8,2,3,0,poison,dragon,13
602,Slowbro,7,14,4,4,11,10,6,8,3,20,4,3,6,2,4,4,0,psychic,water,1
603,Slowking,7,13,4,4,11,11,6,8,2,20,4,4,6,4,6,4,0,psychic,water,1
604,Slowpoke,7,13,4,4,8,2,6,8,2,20,3,2,6,2,2,3,0,psychic,water,3
605,Slugma,15,2,2,2,2,3,9,4,2,7,3,11,4,2,3,3,0,fire,rock,9
606,Slurpuff,4,4,6,3,3,3,6,2,2,9,2,2,2,2,4,2,5,psychic,poison,15
607,Smeargle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire,water,8
608,Smoochum,2,5,4,2,13,6,5,3,2,22,3,2,5,2,8,2,1,psychic,ice,3
609,Sneasel,3,5,2,2,15,11,8,4,3,7,4,3,7,2,20,4,0,dark,ice,2
610,Snivy,3,4,24,2,3,2,7,3,3,7,2,2,2,3,7,3,0,grass,dark,6
611,Snorlax,9,7,4,7,9,12,8,7,2,7,2,11,7,3,6,4,1,fighting,rock,1
612,Snorunt,2,5,2,2,14,2,5,3,2,4,2,3,5,2,6,2,0,ice,dark,1
613,Snover,2,5,18,2,16,2,5,3,2,5,2,2,3,2,2,3,0,grass,ice,14
614,Snubbull,12,5,3,9,8,13,7,6,2,4,2,3,4,2,12,2,3,fighting,fire,10
615,Solosis,2,3,3,5,2,2,6,4,3,23,4,7,6,2,4,5,1,psychic,rock,3
616,Solrock,12,2,5,3,2,2,5,8,4,21,3,17,3,2,3,5,0,psychic,rock,3
617,Spearow,4,3,2,2,3,2,5,4,16,4,3,2,4,3,6,4,0,flying,dark,7
618,Spewpa,0,0,1,1,0,0,3,0,0,0,4,0,0,0,0,1,0,bug,poison,0
619,Spheal,3,17,2,2,14,3,5,6,2,3,3,8,4,2,2,3,1,water,ice,4
620,Spinarak,3,2,4,3,3,2,21,3,3,7,17,2,4,2,8,2,0,poison,bug,0
621,Spinda,5,5,2,5,6,12,5,4,2,17,2,8,4,2,8,2,0,psychic,fighting,3
622,Spiritomb,4,5,2,3,4,2,5,3,2,12,4,4,12,2,17,2,0,dark,ghost,2
623,Spoink,3,3,4,5,4,3,5,3,3,23,3,3,5,2,7,3,0,psychic,dark,3
624,Spritzee,3,3,4,4,5,3,5,3,2,12,2,2,3,3,3,4,9,psychic,fairy,15
625,Squirtle,3,27,3,3,11,11,5,5,2,5,2,6,3,4,4,6,0,water,fighting,4
626,Stantler,3,3,4,9,3,4,5,8,4,19,4,2,7,2,5,3,0,psychic,electric,3
627,Staraptor,4,3,2,2,3,7,5,4,16,4,3,2,5,3,4,4,0,flying,fighting,7
628,Staravia,4,3,2,2,3,6,5,4,15,4,3,2,5,3,4,4,0,flying,fighting,7
629,Starly,4,3,2,2,3,6,5,4,15,4,3,2,5,3,4,4,0,flying,fighting,7
630,Starmie,2,16,4,5,8,2,5,4,3,18,3,4,4,3,2,4,1,psychic,water,4
631,Staryu,2,16,2,5,7,2,5,3,3,11,3,4,3,3,2,4,1,water,psychic,4
632,Steelix,5,3,3,5,5,3,5,12,2,3,2,21,4,9,8,8,0,rock,ground,16
633,Steelix-Mega,5,3,3,5,5,3,5,12,2,3,2,21,4,9,8,8,0,rock,ground,16
634,Stoutland,5,4,2,8,5,6,5,5,3,3,2,5,5,2,7,3,3,electric,dark,1
635,Stunfisk,2,12,2,13,2,3,9,12,3,3,3,10,6,2,4,2,0,electric,ground,16
636,Stunky,8,3,2,2,4,3,16,4,3,3,3,3,5,2,18,3,1,dark,poison,2
637,Sudowoodo,5,2,3,3,5,11,5,9,2,5,2,17,4,2,10,2,0,rock,fighting,16
638,Suicune,3,15,2,2,13,3,5,5,5,7,3,5,4,2,5,4,0,water,ice,4
639,Sunflora,3,2,25,2,2,2,7,4,2,4,2,2,4,2,2,2,1,grass,poison,6
640,Sunkern,3,2,21,2,2,2,7,4,2,4,2,2,4,2,2,2,0,grass,poison,6
641,Surskit,4,12,4,3,8,3,5,5,2,6,11,2,4,2,3,2,0,water,bug,4
642,Swablu,4,3,4,2,9,2,5,3,14,6,2,2,4,8,4,4,3,flying,ice,7
643,Swadloon,3,2,13,3,2,2,5,2,3,8,12,2,2,2,3,3,0,grass,bug,5
644,Swalot,5,5,6,4,6,6,26,5,2,5,3,4,7,2,3,2,0,poison,ghost,13
645,Swampert,3,20,3,3,13,14,9,10,2,5,2,16,5,3,4,3,0,water,rock,4
646,Swanna,3,15,2,3,6,2,5,3,19,3,2,2,2,2,2,4,0,flying,water,7
647,Swellow,4,3,2,2,3,4,5,3,18,4,3,2,3,3,4,4,0,flying,poison,7
648,Swinub,2,4,2,3,15,5,5,11,2,6,2,11,5,2,3,2,1,ice,rock,1
649,Swirlix,4,4,6,3,3,2,6,2,2,9,2,2,2,2,4,2,5,psychic,poison,15
650,Swoobat,3,3,4,5,3,3,7,3,14,24,4,2,4,2,10,5,1,psychic,flying,3
651,Sylveon,3,3,2,2,5,3,5,6,2,11,2,2,5,3,4,3,9,psychic,fairy,15
652,Taillow,4,3,2,2,3,4,5,3,18,4,3,2,3,3,4,4,0,flying,poison,7
653,Talonflame,13,2,3,2,2,4,5,2,11,4,3,2,2,2,6,4,0,fire,flying,9
654,Tangela,3,2,23,3,2,3,10,3,2,7,4,4,2,2,4,2,0,grass,poison,6
655,Tangrowth,3,2,23,3,2,5,13,6,3,7,4,8,2,2,6,2,0,grass,poison,14
656,Tauros,7,7,3,6,6,3,5,4,2,5,2,10,3,3,4,4,0,rock,fire,1
657,Teddiursa,5,3,3,3,7,13,7,6,3,3,3,8,4,2,12,3,3,fighting,dark,10
658,Tentacool,2,18,3,2,9,2,21,2,2,6,3,2,4,2,5,2,1,poison,water,4
659,Tentacruel,2,18,3,2,9,2,21,2,2,6,3,2,4,2,5,2,1,poison,water,4
660,Tepig,16,3,6,3,3,5,7,4,2,4,2,7,5,2,5,5,0,fire,poison,9
661,Terrakion,2,2,2,2,3,9,8,6,3,6,3,14,2,2,3,3,0,rock,fighting,16
662,Throh,5,3,4,3,4,17,8,5,2,4,2,9,2,2,6,2,0,fighting,rock,10
663,Thundurus,3,3,4,15,3,9,9,3,4,8,3,4,3,2,15,4,0,electric,dark,11
664,Thundurus-Therian,3,3,4,15,3,9,9,3,4,8,3,4,3,2,15,4,0,electric,dark,11
665,Timburr,5,3,4,3,4,22,8,4,2,3,2,12,3,2,6,2,0,fighting,rock,10
666,Tirtouga,2,18,2,2,6,3,5,7,2,5,2,19,4,2,5,4,0,rock,water,4
667,Togekiss,8,5,6,4,4,10,5,4,15,17,4,5,5,3,4,4,5,psychic,flying,15
668,Togepi,7,5,5,4,4,6,5,4,4,17,3,5,4,2,4,2,3,psychic,fire,3
669,Togetic,8,5,6,4,4,9,5,4,13,17,4,5,5,3,4,4,5,psychic,flying,15
670,Torchic,17,3,3,2,3,8,5,5,7,4,2,7,5,2,4,2,0,fire,fighting,9
671,Torkoal,18,3,3,2,2,4,10,7,2,4,2,11,4,2,2,5,0,fire,rock,9
672,Tornadus,4,3,4,2,4,9,9,3,11,8,3,4,3,2,14,3,0,dark,flying,2
673,Tornadus-Therian,4,3,4,2,4,9,9,3,11,8,3,4,3,2,14,3,0,dark,flying,2
674,Torterra,3,4,24,2,2,4,5,8,2,6,2,15,4,3,4,4,0,grass,rock,14
675,Totodile,4,21,3,3,11,10,5,5,3,3,2,7,4,6,8,4,0,water,ice,4
676,Toxicroak,3,3,2,3,7,18,20,7,3,5,4,9,5,3,18,3,0,poison,dark,10
677,Tranquill,4,3,2,2,3,3,5,2,14,4,3,2,2,2,4,4,0,flying,poison,7
678,Trapinch,3,2,4,2,2,4,5,11,3,3,8,8,2,2,5,2,0,ground,rock,16
679,Treecko,3,3,24,4,3,13,5,6,4,4,3,7,2,4,5,3,0,grass,fighting,14
680,Trevenant,4,2,15,2,2,6,10,5,2,14,3,5,12,2,8,2,0,grass,psychic,14
681,Tropius,3,2,17,2,2,3,5,5,12,3,4,3,5,8,2,4,0,grass,flying,14
682,Trubbish,3,3,4,3,3,3,23,5,2,4,3,5,5,2,6,2,0,poison,dark,13
683,Turtwig,3,4,22,2,2,4,5,6,2,6,2,7,4,2,4,3,0,grass,rock,14
684,Tympole,2,13,2,3,7,2,9,6,3,3,3,2,2,2,2,2,0,water,poison,4
685,Tynamo,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,electric,ground,11
686,Typhlosion,23,3,4,4,3,14,5,6,3,4,3,9,4,2,3,3,0,fire,fighting,9
687,Tyranitar,11,8,2,8,11,12,5,8,3,3,3,16,7,11,15,5,0,rock,dark,12
688,Tyrantrum,5,2,2,3,5,5,8,6,3,4,2,15,4,12,7,5,1,rock,dragon,12
689,Tyrogue,3,3,2,2,2,13,5,5,2,4,2,5,3,2,4,3,0,fighting,ground,10
690,Tyrunt,5,2,2,3,5,5,8,6,3,4,2,14,4,12,7,5,1,rock,dragon,12
691,Umbreon,3,3,2,2,5,3,5,5,2,10,2,2,8,2,16,3,3,dark,psychic,2
692,Unfezant,4,3,2,2,3,3,5,2,14,4,3,2,2,2,4,4,0,flying,poison,7
693,Unown,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,fire,water,1
694,Ursaring,5,3,3,3,8,16,7,7,3,3,3,11,4,2,12,3,3,fighting,dark,10
695,Uxie,5,5,7,8,4,3,5,4,3,24,4,5,3,2,6,3,1,psychic,electric,3
696,Vanillish,2,5,2,3,15,2,6,3,2,7,3,2,3,2,3,6,0,ice,psychic,1
697,Vanillite,2,5,2,3,15,2,6,3,2,7,3,2,3,2,3,6,0,ice,psychic,1
698,Vanilluxe,2,6,2,3,16,2,6,3,2,7,3,2,3,2,3,6,0,ice,psychic,1
699,Vaporeon,3,19,2,2,11,4,6,5,2,5,3,3,5,2,4,3,2,water,ice,4
700,Venipede,3,2,3,2,3,3,21,3,2,4,10,5,2,2,4,4,0,poison,bug,13
701,Venomoth,3,2,7,2,2,3,17,2,11,10,16,2,4,3,3,2,0,poison,bug,5
702,Venonat,3,2,6,2,2,3,17,2,2,10,11,2,3,2,3,2,0,poison,bug,5
703,Venusaur,3,3,30,2,3,3,14,6,2,5,4,4,4,3,3,2,1,grass,poison,6
704,Vespiquen,3,3,2,2,2,2,12,3,12,3,19,3,5,2,7,2,0,bug,poison,5
705,Vibrava,4,2,4,2,2,4,5,11,10,3,10,8,3,9,5,4,0,ground,bug,12
706,Victini,20,2,6,11,3,8,5,3,3,16,4,3,3,2,5,2,1,fire,psychic,9
707,Victreebel,3,2,21,2,2,2,17,2,2,4,6,2,2,2,5,2,0,grass,poison,6
708,Vigoroth,9,5,3,6,8,15,7,5,3,4,3,8,6,2,9,2,1,fighting,fire,10
709,Vileplume,3,2,24,2,2,3,14,3,2,3,3,2,2,2,3,2,4,grass,poison,6
710,Virizion,3,2,12,2,3,9,5,2,4,7,3,4,2,2,3,2,0,grass,fighting,14
711,Vivillon,4,3,8,3,2,2,8,2,10,9,15,2,2,2,3,3,1,bug,flying,5
712,Volbeat,3,5,4,8,4,8,5,3,9,6,13,2,5,2,4,2,3,bug,flying,5
713,Volcanion,12,7,3,2,4,6,9,6,2,3,2,8,2,2,3,4,0,fire,poison,9
714,Volcarona,17,2,4,4,2,3,8,3,11,9,15,2,3,2,2,2,0,fire,bug,5
715,Voltorb,2,3,2,16,3,2,5,3,2,6,3,3,2,2,7,3,0,electric,dark,11
716,Vullaby,5,3,2,2,3,3,5,2,14,3,3,5,3,2,18,5,0,dark,flying,7
717,Vulpix,17,2,3,2,2,2,5,3,2,9,2,2,7,2,7,3,2,fire,psychic,9
718,Wailmer,2,20,2,2,11,3,6,5,3,5,2,6,5,2,2,3,0,water,ice,4
719,Wailord,2,20,2,2,11,3,6,5,3,5,2,6,5,2,2,4,0,water,ice,4
720,Walrein,3,17,2,2,17,3,5,6,2,3,4,8,4,2,3,4,1,water,ice,4
721,Wartortle,3,27,3,3,11,11,5,5,2,5,2,6,3,4,4,6,0,water,fighting,4
722,Watchog,6,4,6,7,4,10,7,5,2,7,3,3,5,2,8,3,0,fighting,dark,10
723,Weavile,3,5,2,2,15,13,8,4,3,7,4,3,7,2,23,4,0,dark,ice,2
724,Weedle,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,poison,bug,0
725,Weepinbell,3,2,18,2,2,2,17,2,2,4,6,2,2,2,5,2,0,grass,poison,6
726,Weezing,8,3,2,5,5,2,22,2,2,5,3,3,8,2,10,3,0,poison,dark,13
727,Whimsicott,3,2,18,2,2,2,8,2,5,8,3,2,3,2,10,2,5,grass,dark,6
728,Whirlipede,3,2,3,2,3,3,23,3,2,4,10,5,2,2,4,4,0,poison,bug,13
729,Whiscash,3,19,2,4,7,3,5,11,3,6,2,9,2,4,2,2,0,water,ground,4
730,Whismur,9,5,3,4,11,7,5,3,2,6,2,3,4,2,4,2,1,ice,fire,1
731,Wigglytuff,9,5,5,9,12,11,5,6,4,13,2,5,4,3,8,3,6,psychic,ice,15
732,Wingull,3,14,2,3,9,2,5,3,16,4,3,3,3,3,5,4,0,flying,water,7
733,Wobbuffet,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,fighting,ghost,15
734,Woobat,3,3,4,5,3,3,7,3,13,24,4,2,4,2,10,5,1,psychic,flying,3
735,Wooper,2,16,2,4,12,6,10,10,2,5,3,6,4,2,2,3,0,water,ice,4
736,Wormadam,3,3,13,3,2,2,7,2,2,9,9,2,3,2,4,2,0,grass,bug,14
737,Wormadam-Sandy,3,3,2,3,2,2,7,8,2,9,9,9,3,2,4,2,0,bug,psychic,16
738,Wormadam-Trash,3,3,2,4,2,2,9,3,2,9,9,4,3,2,4,8,0,poison,bug,5
739,Wurmple,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,poison,bug,0
740,Wynaut,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,fighting,ghost,15
741,Xatu,4,3,6,3,3,2,5,3,15,27,5,2,7,3,7,4,1,psychic,flying,3
742,Yamask,3,3,3,3,3,2,7,3,2,20,3,2,13,2,12,3,0,psychic,ghost,3
743,Yanma,3,2,4,2,2,5,5,2,11,7,11,3,5,2,5,4,0,flying,bug,5
744,Yanmega,3,2,4,2,2,5,5,3,11,7,13,3,5,2,6,4,0,bug,flying,5
745,Yveltal,4,3,2,2,4,3,5,2,14,7,3,4,5,6,13,4,0,flying,dark,7
746,Zangoose,9,5,4,7,10,17,8,4,3,3,4,9,6,2,11,4,0,fighting,dark,10
747,Zapdos,4,3,2,14,2,4,5,3,15,6,4,5,3,3,2,5,0,flying,electric,7
748,Zebstrika,4,3,2,16,3,4,5,4,3,5,3,3,2,2,4,2,0,electric,psychic,11
749,Zekrom,2,3,2,14,5,4,5,4,7,9,3,9,4,14,6,5,0,electric,dragon,12
750,Zigzagoon,3,7,5,8,8,4,7,6,2,4,4,5,4,2,6,3,2,ice,electric,1
751,Zoroark,5,3,4,2,4,8,7,3,4,8,3,3,5,2,24,2,0,dark,psychic,2
752,Zorua,4,3,4,2,4,4,5,3,4,8,3,2,4,2,23,2,0,dark,psychic,2
753,Zubat,4,3,3,2,4,3,14,2,16,5,4,2,8,3,11,4,0,flying,poison,7
754,Zweilous,6,4,2,5,7,4,5,3,2,4,2,4,4,14,10,2,0,dragon,dark,12
755,Zygarde,3,2,4,3,4,6,8,7,2,4,2,7,3,12,4,3,0,dragon,poison,12
